criticName,isTopCritic,firstReview,latestReview,critic_id
Jane Fae,False,2022-05-20,2022-05-20,4207
Jane Freebury,False,2021-07-18,2022-08-29,4208
Jane Horwitz,False,2017-06-02,2018-12-12,4214
Jane Horwitz,True,2000-01-01,2017-11-16,4214
Jane Howdle,True,2006-12-30,2010-07-16,4216
Jane Mulkerrins,True,2014-09-05,2017-03-13,4218
Jane Stevenson,False,2001-09-21,2011-08-26,4220
Jane Stevenson,True,2015-08-07,2015-08-07,4220
Janet Maslin,False,2022-02-10,2022-02-10,4229
Janet Maslin,True,2000-01-01,2022-08-26,4229
Janey Springer,True,2008-03-12,2008-03-12,4232
Janina Matthewson,False,2014-02-13,2014-10-16,4236
Janire Zurbano,False,2017-07-12,2019-10-02,4237
Janos Gereben,False,2005-08-04,2015-11-06,4238
Janz Anton-Iago,False,2019-05-14,2019-06-14,4239
Jared Rasic,False,2017-06-21,2018-03-07,4244
Jasen Govinden,False,2016-01-14,2016-01-14,4250
Jasmine Lim,False,2019-02-12,2020-02-26,4252
Jason Anderson,False,2000-01-01,2018-01-30,4254
Jason Anderson,True,2001-08-10,2017-07-19,4254
Jason Bailey,True,2008-10-24,2022-12-16,4256
Jason Best,False,2010-11-18,2022-12-13,4260
Jason Best,True,2002-06-03,2003-03-11,4260
Jason Buchanan,False,2008-10-31,2019-03-28,4263
Jason Caro,False,2013-11-02,2020-04-07,4265
Jason Di Rosso,False,2008-06-07,2019-10-03,4272
Jason Ferguson,False,2005-12-16,2007-11-01,4276
Jason Fraley,False,2020-07-18,2023-01-27,4278
Jason Francis Johnson,False,2017-09-20,2017-09-21,4279
Jason Goodyer,True,2010-09-16,2011-11-02,4280
Jason Gorber,False,2002-04-17,2022-05-26,4281
Jason Gorber,True,2015-05-18,2015-10-16,4281
Jason Korsner,True,2001-04-16,2001-12-24,4288
Jason MacNeil,False,2008-07-18,2010-09-17,4290
Jason McKiernan,False,2000-01-01,2019-10-11,4293
Jason Morgan,False,2000-01-01,2011-02-24,4294
Jason Newman,False,2010-04-02,2010-09-11,4295
Jason Solomons,False,2002-10-02,2019-04-01,4302
Jason Solomons,True,2007-07-17,2021-07-20,4302
Jason Thompson,False,2009-01-16,2009-01-16,4304
Jason Wood,True,2007-08-17,2012-02-03,4307
Jason Zingale,False,1999-05-03,2017-11-16,4308
Jasper Rees,False,2015-05-07,2019-10-31,4310
Jaspreet Pandohar,True,2007-04-03,2007-04-03,4311
Javier Cortijo,False,2016-06-22,2019-08-26,4312
Javier Ocaña,False,2015-09-17,2023-01-03,4314
Javier Perez,False,2017-03-06,2020-01-31,4315
Jay Antani,False,2004-09-30,2014-02-27,4318
Jay Antani,True,2004-08-07,2009-03-09,4318
Jay Bliznick,False,2004-03-02,2004-03-02,4320
Jay Bodnar,False,2006-01-30,2006-01-30,4321
Jay Boyar,False,2003-04-24,2022-08-30,4322
Jay Boyar,True,2000-01-01,2023-02-14,4322
Jay Slater,False,2008-11-10,2008-11-10,4340
Jay Stone,False,2000-01-01,2023-03-13,4342
Jayne Nelson,False,2007-11-01,2022-09-01,4348
Jean Lowerison,False,2002-10-21,2017-03-18,4353
Jean Oppenheimer,False,2000-01-01,2014-12-05,4355
Jean Oppenheimer,True,2003-09-03,2008-06-25,4355
Jeanmarie Tan,False,2018-12-19,2021-08-20,4363
Jeannette Catsoulis,True,2004-01-21,2022-10-06,4368
Jeet Thayil,False,2002-07-05,2003-08-07,4371
Jeff Beck,False,2012-09-12,2023-02-27,4376
Jeff Beresford-Howe,False,2007-11-24,2007-12-11,4377
Jeff Dawson,False,2007-02-14,2007-02-14,4379
Jeff Dawson,True,2000-01-01,2000-01-01,4379
Jeff Giles,False,1985-07-03,2010-01-20,4383
Jeff Giles,True,2000-01-01,2014-06-17,4383
Jeff Meyers,False,2008-01-17,2018-10-15,4389
Jeff Millar,True,2000-01-01,2020-07-28,4391
Jeff Nelson,False,2022-02-12,2022-12-16,4393
Jeff Otto,False,2004-01-19,2012-01-28,4395
Jeff Reed,False,2017-04-13,2017-07-27,4397
Jeff Simon,False,2000-01-01,2023-02-15,4401
Jeff Strickler,True,2002-07-19,2023-03-31,4404
Jeff Vice,False,2000-01-01,2022-11-01,4405
Jeffrey Bruner,False,2002-06-03,2005-11-23,4409
Jeffrey Gantz,False,2000-01-01,2022-12-07,4414
Jeffrey Lyles,False,2004-05-07,2023-02-01,4417
Jeffrey M. Anderson,False,2000-01-01,2023-01-13,4419
Jeffrey Westhoff,False,2002-06-12,2023-02-14,4425
Jen Chaney,True,2003-09-26,2022-10-07,4427
Jen Yamato,True,2006-09-19,2017-09-07,4430
Jen Zoratti,False,2018-09-28,2019-05-24,4431
Jenna Busch,False,2008-09-21,2021-06-29,4435
Jenna Dorsi,False,2019-02-04,2019-02-04,4436
Jenna Scherer,True,2012-06-19,2013-09-24,4438
Jenni Miller,False,2006-12-29,2019-12-30,4441
Jenni Miller,True,2014-04-18,2017-06-09,4441
Jennie Kermode,False,1984-03-02,2023-02-22,4444
Jennifer Green,False,2019-11-15,2023-03-07,4456
Jennifer Merin,False,2009-04-03,2021-11-04,4463
Jennifer Tate,False,2012-05-30,2013-10-17,4470
Jenny Cox,False,2010-06-02,2010-06-02,4478
Jenny Desborough,False,2018-10-17,2019-10-30,4479
Jenny Feniak,False,2017-08-17,2017-08-17,4480
Jenny McCartney,True,2008-08-22,2016-10-03,4481
Jenny Munro,False,2013-01-24,2013-01-24,4482
Jenny Nulf,True,2018-09-25,2023-02-21,4483
Jeremiah Kipp,False,2000-01-01,2005-09-30,4487
Jeremiah Kipp,True,2003-04-17,2009-08-06,4487
Jeremiah Lewis,False,2004-06-15,2005-12-06,4489
Jeremy Aspinall,False,2010-03-05,2022-05-13,4490
Jeremy Aspinall,True,2014-06-06,2014-06-06,4490
Jeremy C. Fox,False,2005-04-23,2007-05-07,4493
Jeremy Heilman,False,2002-03-05,2012-08-09,4496
Jeremy Kay,True,2009-09-11,2013-01-21,4498
Jeremy Knox,False,2004-08-31,2010-10-21,4500
Jeremy Lebens,False,2012-09-17,2013-11-17,4501
Jeremy Mathews,False,2005-02-05,2017-07-27,4503
Jeremy Wheeler,False,2008-10-10,2019-04-16,4507
Jes Bickham,False,2009-08-07,2009-08-07,4515
Jess Lomas,False,2014-04-08,2015-04-01,4518
Jesse Hassenger,False,2000-01-01,2022-10-29,4522
Jesse Hassenger,True,2013-08-22,2022-02-19,4522
Jessica Baxter,False,2009-06-30,2020-12-09,4532
Jessica Hill,False,2016-02-19,2016-05-11,4541
Jessica Holland,False,2009-01-30,2009-01-30,4542
Jessica Holland,True,2013-01-02,2013-01-02,4542
Jessica Kiang,True,2013-03-08,2022-09-01,4545
Jessica Lambert,True,2012-05-02,2012-12-26,4547
Jessica Mellor,True,2000-01-01,2008-03-17,4552
Jessica Oliva,False,2015-05-29,2017-10-23,4553
Jessica Walford,False,2017-09-05,2017-09-05,4557
Jesús Chavarria,False,2015-07-30,2017-10-03,4563
Jesús Palacios,False,2019-04-17,2019-12-31,4565
Jette Kernion,False,2007-01-24,2010-11-12,4566
Jette Kernion,True,2016-09-28,2016-09-28,4566
Jill Murphy,False,2016-07-01,2016-07-01,4573
Jill Wilson,False,2016-12-23,2018-11-22,4577
Jim Agnew,False,2002-12-08,2004-03-24,4579
Jim Bartoo,False,2000-01-01,2009-11-19,4581
Jim Farber,True,2015-08-12,2021-03-11,4587
Jim Hall,False,2003-05-24,2014-07-28,4588
Jim Knipfel,False,2018-09-28,2018-10-05,4595
Jim Laczkowski,False,2018-10-31,2022-10-01,4596
Jim Lane,False,1995-11-22,2018-12-27,4597
Jim Ross,False,2019-07-09,2021-10-22,4605
Jim Schembri,False,2008-11-17,2023-02-02,4606
Jim Schembri,True,2005-05-13,2021-10-19,4606
Jim Slotek,False,2000-01-01,2022-12-19,4609
Jim Slotek,True,2001-07-18,2017-04-13,4609
Jim Vejvoda,False,2009-02-06,2022-05-25,4612
Jimi Famurewa,True,2016-04-05,2018-06-21,4615
Jimmy O,False,2002-06-06,2018-10-30,4620
JimmyO,False,2008-01-24,2022-09-29,4622
Jo Berry,False,2000-01-01,2020-10-26,4623
Jo Berry,True,2000-01-01,2010-01-29,4623
Jo-Anne Rowney,False,2016-05-11,2019-03-26,4628
Jo-Anne Titmarsh,False,2013-08-30,2021-09-04,4629
JoAnn Rhetts,False,2021-01-11,2022-08-23,4630
Joanna Hunkin,False,2016-06-21,2017-05-26,4639
Joanne Soh,False,2017-09-19,2020-01-15,4648
Jocelyn Lee,False,2017-09-20,2017-09-20,4650
Jodie Tyley,False,2014-04-16,2017-09-19,4655
Joe Bendel,False,2016-05-13,2020-07-17,4659
Joe Cunningham,False,2012-10-03,2015-07-08,4667
Joe Cunningham,True,2013-05-27,2013-05-27,4667
Joe Dziemianowicz,True,2011-11-03,2018-05-10,4670
Joe Goggins,False,2019-07-12,2019-07-12,4673
Joe Gross,False,2010-04-16,2019-03-18,4674
Joe Lipsett,False,2018-08-28,2023-03-29,4679
Joe McGovern,False,2002-12-14,2003-01-01,4684
Joe McGovern,True,1999-03-19,2018-04-11,4684
Joe Neumaier,True,1999-09-10,2016-04-12,4688
Joe Passmore,False,2018-12-07,2021-06-30,4691
Joe Riley,False,2022-03-17,2023-02-14,4696
Joe Utichi,False,2004-07-20,2014-01-15,4700
Joel Harley,False,2015-01-03,2022-10-14,4708
Joel Mayward,False,2017-11-10,2020-10-23,4710
Joel Meares,False,2005-11-11,2007-07-19,4711
Joel Philpott,True,2016-03-11,2016-03-11,4714
Joelle Monique,False,2018-09-05,2019-04-02,4717
Joelle Smith,False,2016-11-03,2017-10-31,4718
Joey O'Bryan,True,2000-01-01,2003-11-06,4727
John A. Nesbit,False,2000-01-01,2013-12-29,4733
John Anderson,True,2000-01-01,2023-03-31,4735
John Beifuss,False,2003-03-05,2023-02-14,4738
John Bleasdale,False,2011-09-01,2022-09-06,4742
John Bleasdale,True,2021-02-03,2021-02-03,4742
John Byrne,False,2016-07-19,2021-12-09,4747
John Calvert,False,2016-07-11,2016-07-11,4751
John Coulbourn,False,2005-02-11,2010-12-10,4754
John DeFore,False,2006-11-13,2014-07-18,4755
John DeFore,True,2005-04-23,2022-09-09,4755
John Esther,False,2002-07-15,2015-11-17,4762
John Faherty,True,2004-10-14,2004-10-14,4764
John Ferguson,False,2000-01-01,2021-05-07,4765
John Gammon,False,2015-10-25,2015-10-25,4770
John Griffin,False,2003-12-17,2023-03-31,4773
John Hanlon,False,2012-09-11,2018-11-25,4775
John Harkness,False,2015-02-22,2015-11-02,4776
John Hiscock,False,2012-12-10,2012-12-10,4783
John Hiscock,True,2002-10-26,2008-11-07,4783
John Lui,False,2015-05-13,2022-12-28,4809
John Marriott,False,2012-07-13,2020-03-24,4815
John Millar,False,2005-06-06,2023-01-20,4821
John Naughton,True,2000-01-01,2000-01-01,4824
John Nguyen,False,2019-07-03,2022-08-03,4825
John Noonan,False,2015-01-05,2022-09-15,4826
John Nugent,False,2013-02-20,2019-02-09,4827
John Nugent,True,2016-03-24,2022-11-30,4827
John O'Driscoll,False,2016-07-25,2017-01-25,4830
John Oliver,False,2002-06-14,2003-01-08,4831
John P. McCarthy,False,2003-11-03,2015-01-06,4834
John Patterson,False,2002-03-15,2006-07-06,4835
John Patterson,True,2004-01-15,2013-11-04,4835
John Paul Powell,False,2000-01-01,2003-06-20,4838
John Paulsen,False,2005-07-05,2005-07-05,4839
John R. McEwen,False,2003-02-08,2004-11-18,4847
John Semley,False,2014-08-07,2016-10-20,4853
John Semley,True,2012-05-23,2022-02-18,4853
John Squires,False,2020-03-09,2021-04-22,4861
John Thomason,False,2005-10-07,2011-12-28,4868
John Tones,False,2017-10-10,2019-12-20,4869
John Townsend,False,2016-03-03,2021-09-15,4870
John Urbancich,False,2002-06-19,2022-12-24,4871
John Venable,False,2002-06-28,2009-05-18,4873
John Walsh,False,2008-05-19,2014-07-18,4875
John Walsh,True,2009-05-01,2011-02-11,4875
John Wirt,False,2004-08-30,2019-12-19,4882
Johnny Butane,False,2005-11-03,2009-10-07,4887
Johnny Oleksinski,True,2017-06-20,2022-12-16,4891
Johnny Vaughan,False,2007-01-12,2014-06-06,4892
Johnny Walker,False,2014-02-07,2014-02-07,4893
Jolene Mendez,False,2008-03-30,2015-04-10,4896
Joly Herman,False,2009-12-11,2023-01-03,4898
Jon Alon Walz,False,2001-04-02,2004-04-03,4899
Jon Espino,False,2015-04-09,2021-05-16,4903
Jon Fortgang,False,2003-05-24,2014-03-18,4904
Jon Hamblin,False,2009-02-19,2014-07-01,4907
Jon Lyus,False,2012-08-14,2019-06-04,4909
Jon Matsumoto,False,2000-01-01,2002-06-05,4910
Jon Niccum,False,2002-08-21,2017-07-20,4914
Jonas Milk,True,2011-06-09,2011-06-09,4925
Jonathan Barkan,False,2018-01-24,2020-05-11,4927
Jonathan Crocker,False,2007-01-15,2013-02-22,4933
Jonathan Crocker,True,2004-04-13,2013-08-22,4933
Jonathan Curiel,False,2001-01-11,2001-01-17,4935
Jonathan Curiel,True,2002-04-26,2013-05-23,4935
Jonathan Dean,False,2007-01-26,2018-12-20,4939
Jonathan Foreman,False,2019-03-30,2019-03-30,4942
Jonathan Foreman,True,2000-01-01,2014-03-17,4942
Jonathan Garcia,False,2023-02-03,2023-02-03,4944
Jonathan Hatfull,False,2012-05-25,2019-10-31,4946
Jonathan Kiefer,False,2006-05-12,2017-12-14,4949
Jonathan Kiefer,True,2012-07-13,2013-04-23,4949
Jonathan L. Bowen,True,2009-05-08,2009-05-08,4952
Jonathan Lack,False,2012-09-13,2013-12-20,4954
Jonathan Meville,False,2010-06-21,2010-06-21,4959
Jonathan Moy,False,2005-06-17,2005-07-01,4960
Jonathan Pile,True,2016-02-07,2017-10-12,4962
Jonathan R. Perry,False,2002-06-06,2007-04-27,4964
Jonathan Roberts,False,2017-09-19,2021-09-17,4968
Jonathan Romney,True,2001-04-17,2023-03-13,4969
Jonathan Ross,False,2003-05-20,2007-04-20,4972
Jonathan Shade,True,2008-05-13,2008-05-13,4973
Jonathan Sánchez,False,2015-09-10,2017-12-28,4976
Jonathan Trout,True,2004-08-24,2005-10-08,4980
Jonathan W. Hickman,False,2003-09-05,2022-12-30,4982
Jonathan Williams,True,2007-11-07,2011-06-02,4984
Jonathon Wilson,False,2020-06-24,2021-04-23,4987
Joni Blyth,False,2019-01-25,2019-03-30,4989
Jonita Davis,False,2018-05-11,2022-06-24,4990
Jordan Adcock,False,2020-08-05,2020-08-05,4991
Jordan Farley,False,2010-01-19,2022-05-25,4999
Jordan Hiller,False,2004-07-06,2014-12-31,5001
Jordan Hoffman,True,2000-01-01,2022-12-13,5002
Jordan King,True,2021-05-17,2021-05-17,5003
Jordan M. Smith,False,2018-12-05,2020-11-19,5004
Jordan Reed,False,2000-12-20,2006-07-21,5008
Jordan Riefe,False,2008-04-20,2018-08-21,5009
Jordan Riefe,True,2014-10-20,2014-10-20,5009
Jordi Batlle Caminal,False,2015-04-24,2019-12-05,5015
Jordi Costa,False,2015-09-17,2022-07-01,5017
Jordy Sirkin,False,2020-07-06,2023-02-22,5018
Jorge Carrión,False,2015-10-13,2015-11-13,5023
Jorge Ignacio Castillo,False,2018-11-02,2022-12-16,5024
Jorge Iván Morales,False,2015-04-20,2020-11-05,5025
Jorge Loser,False,2019-04-17,2023-01-10,5026
Jorge Rivera Rubio,False,2017-02-27,2022-12-13,5030
Josef Braun,False,2002-09-30,2016-11-10,5036
Josefina Sartora,False,2016-10-24,2022-12-02,5037
Josefine A.,False,2020-02-26,2020-03-02,5038
Joseph Gamp,False,2017-09-05,2017-09-05,5043
Joseph Garcia,False,2023-01-08,2023-03-01,5044
Joseph Jon Lanthier,False,2011-09-22,2011-09-22,5049
Joseph Jon Lanthier,True,2009-06-14,2013-03-16,5049
Joseph McBride,False,2000-01-01,2002-06-05,5053
Joseph McBride,True,2007-03-14,2008-10-30,5053
Joseph Proimakis,False,2006-08-20,2012-04-27,5055
Joseph Walsh,False,2013-11-15,2020-09-05,5057
Joseph Walsh,True,2012-05-10,2021-02-03,5057
Josh Bell,False,2003-09-06,2023-01-12,5062
Josh Cabrita,False,2015-02-19,2017-11-10,5063
Josh Goller,False,2019-07-18,2022-01-31,5074
Josh Howey,True,2017-07-27,2017-07-28,5076
Josh Korngut,False,2021-12-20,2022-05-16,5081
Josh Kupecki,True,2014-07-24,2022-12-08,5083
Josh Ralske,False,2002-09-09,2015-03-27,5095
Josh Rosenblatt,True,2006-09-28,2013-06-14,5096
Josh Saunders,False,2022-10-02,2022-10-02,5097
Josh Slater-Williams,False,2013-02-20,2022-05-19,5098
Josh Slater-Williams,True,2016-04-07,2021-03-05,5098
Josh Tapper,True,2013-01-24,2013-03-03,5103
Josh Terry,False,2012-12-14,2020-02-21,5104
Josh Wilding,False,2019-08-29,2022-12-18,5105
Josh Winning,False,2010-07-07,2022-06-23,5106
Josh Winning,True,2009-10-16,2012-02-03,5106
Joshua Land,True,2004-03-23,2011-11-18,5117
Joshua Rothkopf,True,2007-02-03,2022-05-25,5124
Joshua Tyler,False,2001-06-27,2018-10-30,5129
Josie Melendez,False,2022-03-07,2022-12-22,5135
Josu Lapresa,False,2020-10-14,2020-10-14,5137
José Ignacio Cuenca,False,2020-11-06,2020-11-06,5144
José Martín,False,2016-04-26,2021-04-22,5145
José Roberto Landaverde,False,2021-08-23,2022-12-14,5146
José Teodoro,False,2015-11-11,2019-04-03,5147
José Teodoro,True,2013-11-07,2018-03-27,5147
Jovanka Vuckovic,False,2003-09-04,2008-07-10,5153
Joy Tipping,True,2008-12-29,2015-02-12,5156
Joyce Slaton,False,2011-01-02,2019-03-14,5159
Juan Luis Caviaro,False,2019-07-24,2020-03-11,5170
Juan Pando,False,2020-02-28,2020-02-28,5174
Juan Roures,False,2019-06-14,2019-06-14,5176
Juan Tolentino,False,2016-01-13,2016-08-02,5177
Jude Allder,False,2010-09-01,2011-04-13,5180
Judith Lucy,False,2014-07-18,2015-07-14,5187
Judith Romero,False,2018-03-01,2018-03-01,5192
Judy Berman,True,2017-09-21,2018-12-06,5193
Judy Gerstel,False,2000-01-01,2000-01-01,5195
Judy Gerstel,True,2000-01-01,2023-03-31,5195
Jules Boyle,False,2016-03-25,2016-03-25,5202
Jules Brenner,False,2000-12-27,2019-04-12,5203
Julia Alexander,False,2017-06-01,2019-04-04,5205
Julia Buckley,False,2007-03-30,2007-06-29,5208
Julia Glassman,False,2022-12-13,2022-12-13,5213
Julia Levin,False,2001-06-18,2001-06-18,5214
Julian Ketchum,True,2010-11-08,2010-11-08,5222
Julian Lytle,False,2020-01-08,2022-12-20,5224
Julian Roman,False,2004-01-06,2023-01-13,5226
Julian White,False,2020-04-29,2020-04-29,5228
Julian White,True,2011-03-31,2011-06-16,5228
Juliana Rasul,False,2017-09-19,2017-09-20,5231
Julie Salamon,True,2002-05-16,2022-08-11,5237
Juliet Buchan,False,2010-05-13,2014-07-31,5242
Julio Vélez,False,2015-10-21,2018-05-15,5245
Jurgen Fauth,False,2003-10-07,2012-04-02,5249
Justin Brown,False,2018-08-28,2023-04-02,5251
Justin Craig,False,2012-09-05,2016-12-13,5255
Justin Strout,False,2008-06-12,2014-01-13,5264
Jyoti Sharma Bawa,False,2015-04-28,2019-11-06,5270
K. Austin Collins,True,2017-08-09,2022-12-30,5271
KJ Doughton,False,2000-01-01,2009-06-09,5274
KJB,False,2002-08-02,2015-07-07,5275
Kahron Spearman,False,2019-07-17,2019-07-17,5277
Kaleem Aftab,False,2015-02-22,2022-12-05,5283
Kaleem Aftab,True,2009-05-15,2018-05-15,5283
Kamal  'The Diva' Larsuel,False,2000-01-01,2011-09-09,5290
Kambole Campbell,True,2018-08-25,2022-04-29,5292
Kaori Shoji,False,2016-05-26,2019-11-05,5295
Karen Achenbach,False,2002-06-05,2002-06-05,5300
Karen Krizanovich,False,2009-09-11,2021-10-29,5311
Karen Krizanovich,True,2010-04-05,2010-04-05,5311
Karen Rought,False,2021-05-03,2021-12-20,5316
Kari Croop,False,2010-12-19,2010-12-19,5317
Karina Longworth,False,2007-10-22,2012-10-25,5318
Karina Longworth,True,2009-08-12,2012-11-27,5318
Karina Montgomery,False,2001-03-19,2011-03-18,5320
Karl Delossantos,False,2019-07-04,2022-12-16,5321
Karl French,True,2007-10-19,2018-10-07,5322
Karl Quinn,True,2018-10-04,2019-01-05,5324
Kass Mitchell,False,2017-08-17,2017-08-17,5334
Kat Brown,False,2009-01-23,2009-09-22,5335
Kat Brown,True,2006-11-29,2009-01-05,5335
Kat Giantis,False,2002-06-05,2002-06-05,5337
Kat Halstead,False,2021-02-18,2022-11-16,5338
Kat Halstead,True,2007-02-27,2015-06-15,5338
Kat Hughes,False,2018-08-23,2022-09-26,5340
Kat Poole,True,2015-09-23,2015-09-23,5341
Kate Cameron,True,2000-01-01,2022-09-20,5345
Kate Erbland,True,2011-08-30,2022-08-18,5347
Kate Lloyd,True,2016-03-23,2016-06-08,5351
Kate Muir,False,2018-07-13,2022-08-26,5354
Kate Muir,True,2007-02-05,2022-09-06,5354
Kate Pluta,False,2020-07-13,2020-07-13,5356
Kate Rodger,False,2019-08-23,2023-02-08,5359
Kate Stables,False,2009-04-17,2020-10-15,5361
Kate Stables,True,2011-04-19,2019-08-01,5361
Katey Rich,True,2007-02-06,2020-04-24,5371
Katherine McLaughlin,False,2013-08-08,2022-10-13,5381
Katherine McLaughlin,True,2014-10-16,2017-08-30,5381
Katherine Monk,False,2007-06-13,2023-02-14,5383
Katherine Pushkar,True,2015-04-23,2016-03-02,5385
Kathleen Maher,True,2000-01-01,2006-05-20,5393
Kathleen Murphy,True,2009-07-02,2013-01-02,5394
Kathryn McGarr,False,2021-03-13,2021-03-13,5400
Kathy Cano-Murillo,True,2003-01-31,2021-08-18,5402
Kathy Fennessy,False,2017-08-17,2023-01-19,5403
Katie Columbus,False,2014-04-04,2014-04-04,5407
Katie Goh,False,2018-06-27,2020-03-03,5411
Katie Goh,True,2019-01-02,2019-01-02,5411
Katie Hogan,False,2019-12-02,2020-08-21,5414
Katie Parker,False,2018-09-27,2019-06-20,5418
Katie Smith-Wong,False,2019-10-01,2023-01-12,5421
Katie Walsh,True,2013-03-10,2022-12-23,5423
Katina Vangopoulos,False,2010-10-22,2014-10-28,5424
Katy Hayes,False,2017-12-21,2017-12-21,5428
Kayla S. Samoy,True,2015-12-17,2015-12-17,5436
Kayleigh Hughes,True,2016-06-27,2016-06-27,5438
Kayt Bochenski and Nelly Twort,True,2012-05-24,2012-05-24,5439
Kayti Burt,False,2017-06-15,2017-12-20,5440
Keeva Stratton,False,2017-09-15,2017-11-16,5441
Keir Roper-Caldbeck,False,2012-11-08,2012-11-08,5442
Keisha Hatchett,False,2016-12-13,2017-03-16,5443
Keith Breese,False,2005-03-30,2014-05-15,5446
Keith Garlington,False,2021-08-20,2023-03-21,5450
Keith H. Brown,False,2000-01-01,2011-04-04,5451
Keith Phipps,True,2001-06-05,2022-02-02,5453
Keith Rockmael,False,2019-04-18,2019-04-18,5455
Keith Stuart,False,2009-08-29,2009-09-04,5458
Keith Stuart,True,2016-10-13,2016-10-13,5458
Keith Uhlich,True,2002-11-15,2023-03-23,5460
Kelechi Ehenulo,False,2020-07-14,2023-01-15,5462
Kelli Weston,False,2017-10-19,2019-12-17,5465
Kellie Haulotte,False,2018-12-06,2018-12-06,5466
Kelly Jane Torrance,False,2013-12-17,2019-01-08,5470
Kelly Kessler,False,2011-01-02,2011-01-02,5472
Kelly Smyth,False,2013-04-24,2013-09-04,5476
Ken Fox,False,2000-01-01,2019-04-09,5486
Ken Hanke,False,2002-06-04,2016-06-21,5488
Ken McIntyre,False,2007-11-02,2017-08-14,5493
Kenji Lloyd,False,2012-09-10,2013-12-25,5503
Kenneth R. Morefield,False,2010-10-20,2020-02-28,5506
Kenneth Turan,False,2004-04-15,2022-07-19,5510
Kenneth Turan,True,2000-01-01,2022-01-27,5510
Kent Turner,False,2004-04-09,2022-12-23,5515
Keri O'Shea,False,2020-07-16,2022-10-09,5517
Kerrie Murphy,True,2008-10-03,2009-01-22,5519
Kerry Bashford,False,2000-01-01,2015-01-25,5520
Kerry Lengel,True,2005-01-20,2019-12-19,5521
Kevin A. Ranson,False,2002-04-11,2022-12-22,5524
Kevin Angel,True,2010-05-06,2010-05-06,5526
Kevin B. Lee,True,2006-02-04,2010-03-17,5527
Kevin Carr,False,2003-01-21,2023-03-17,5533
Kevin Courrier,False,2000-01-01,2008-10-18,5534
Kevin Courrier,True,2001-08-03,2002-08-18,5534
Kevin Crust,True,2002-07-15,2008-03-28,5538
Kevin Fallon,False,2017-07-13,2022-12-05,5540
Kevin Fiddler,False,2002-12-16,2003-02-19,5541
Kevin Harley,False,2007-01-26,2022-12-13,5543
Kevin Jeys,False,2012-10-10,2012-10-10,5549
Kevin Lally,False,2000-01-01,2017-11-21,5555
Kevin Lally,True,2009-06-15,2013-03-22,5555
Kevin Lewin,True,2001-04-17,2001-04-17,5557
Kevin Maher,True,2002-03-05,2023-04-07,5559
Kevin Maynard,True,2000-01-01,2001-10-25,5560
Kevin McCarthy,False,2008-02-27,2017-11-16,5561
Kevin Ritchie,False,2018-05-17,2019-09-11,5569
Kevin Smokler,False,2002-10-11,2003-10-16,5571
Kevin Thomas,True,2000-01-01,2023-02-15,5572
Kevin Williamson,False,2001-10-12,2013-11-19,5575
Khalid Mohamed,False,2010-07-06,2010-07-06,5577
KiMi Robinson,True,2022-02-17,2022-02-17,5581
Kieron Tyler,False,2015-01-04,2016-12-13,5587
Kiko Martinez,False,2018-01-25,2022-12-17,5588
Kiko Vega,False,2019-02-25,2021-05-17,5589
Kilmeny Fane-Saunders,False,2013-11-15,2013-11-15,5591
Kim Davies,True,2009-09-11,2009-09-11,5594
Kim Linekin,False,2001-08-27,2016-07-07,5596
Kim Newman,False,2008-03-20,2022-09-30,5598
Kim Newman,True,1985-07-03,2023-03-31,5598
Kim Voynar,False,2006-08-24,2012-09-10,5601
Kim Voynar,True,2007-09-26,2007-09-26,5601
Kim Williamson,False,2000-01-01,2006-11-17,5603
Kimberley Jones,False,2001-06-11,2001-06-12,5606
Kimberley Jones,True,2001-06-11,2020-09-03,5606
Kimberly Pierce,False,2018-08-31,2022-09-09,5611
Kimberly Pierce,True,2022-04-21,2022-04-21,5611
Kimberly White Erlinger,False,2003-03-21,2003-03-21,5614
Kingsley Marshall,True,2009-08-29,2009-08-29,5615
Kirk Baird,False,2012-10-26,2019-12-27,5618
Kirk Honeycutt,False,2012-07-12,2022-07-18,5620
Kirk Honeycutt,True,2000-01-01,2019-12-10,5620
Kirsty Leckie-Palmer,False,2012-12-06,2017-05-18,5624
Kirsty McNeill,True,2008-05-06,2008-05-06,5625
Kit Bowen,False,2002-03-02,2018-11-20,5626
Kofi Outlaw,False,2009-09-28,2020-01-15,5632
Kok Yufeng,False,2019-04-03,2019-04-03,5633
Kristan Ginther,False,2000-01-01,2002-06-05,5640
Kristen Krauth,False,2010-06-16,2010-06-16,5642
Kristen Lopez,True,2017-05-24,2021-09-01,5643
Kristen Yoonsoo Kim,True,2016-03-24,2018-11-20,5649
Kristian Harloff,False,2012-05-22,2020-08-10,5651
Kristin Tillotson,True,2008-12-19,2021-03-16,5658
Kristy Puchko,True,2013-10-15,2022-12-16,5660
Krystal Sim,False,2015-03-24,2017-09-19,5663
Kt Schaefer,False,2018-11-06,2019-11-05,5665
Kurt Loder,False,2004-11-02,2022-12-23,5670
Kyle Anderson,False,1992-08-07,2022-12-13,5674
Kyle Anderson,True,2014-08-29,2015-11-25,5674
Kyle Smith,False,2006-08-25,2022-03-26,5686
Kyle Smith,True,1999-09-10,2022-12-28,5686
Kyle Wilson,False,2018-10-10,2022-08-03,5690
